"Elkedra","Australia","EKD","-"
"Elkhart","United States","EKI","-"
"Elkins","United States","EKN","KEKN"
"Elko","United States","EKO","KEKO"
"Ellamar","United States","ELW","-"
"Ellensburg","United States","ELN","KELN"
"Elliot Lake","Canada","YEL","CYEL"
"Ellisras","South Africa","ELL","FAER"
"Elmira","United States","ELM","KELM"
"Elorza","Venezuela","EOZ","-"
"Ely","United States","ELY","-"
"Ely","United States","LYU","-"
"Emae","Vanuatu","EAE","NVSE"
"Embessa","Papua New Guinea","EMS","-"
"Emden","Germany","EME","EDWE"
"Emerald","Australia","EMD","YEML"
"Emeryville","United States","JEM","-"
"Emirau","Papua New Guinea","EMI","AYEE"
"Emmen","Switzerland","EML","-"
"Emmonak","United States","EMK","PAEM"
"Emo","Papua New Guinea","EMO","-"
"Empangeni","Namibia","EMG","FAEM"
"Emporia","United States","EMP","KEMP"
"En Nahud","Sudan","NUD","-"
"Enarotali","Indonesia","EWI","WABT"
"Encarnacion","Paraguay","ENO","SGEN"
"Ende","Indonesia","ENE","WATE"
"Eneabba","Australia","ENB","YEEB"
"Enfidha","Tunisia","NBE","DTNH"
"Engati","Papua New Guinea","EGA","-"
"English Bay","United States","KEB","-"
"Enid","United States","WDG","KWDG"
"Eniseysk","Russia","EIE","-"
"Eniwetok","Marshall Islands","ENT","PKMA"
"Enniskillen","United Kingdom","ENK","EGAB"
"Enontekio","Finland","ENF","EFET"
"Enschede","Netherlands","ENS","EHTW"
"Ensenada","Mexico","ESE","MMES"
"Enshi","China","ENH","-"
"Entebbe/Kampala","Uganda","EBB","HUEN"
"Enterprise","United States","ETS","KEDN"
"Enugu","Nigeria","ENU","-"
"Epena","Republic of the Congo","EPN","-"
"Ephrata","United States","EPH","KEPH"
"Epi","Vanuatu","EPI","-"
"Epinal","France","EPL","LFSG"
"Episkopi","Cyprus","EPK","-"
"Erandique","Honduras","EDQ","-"
"Erave","Papua New Guinea","ERE","-"
"Erbil","Iraq","EBL","ORER"
"Ercan","Cyprus","ECN","LCEN"
"Erdenet","Mongolia","ERT","-"
"Erechim","Brazil","ERM","-"
"Erfurt","Germany","ERF","EDDE"
"Erie","United States","ERI","KERI"
"Erigavo","Somalia","ERA","HCMU"
"Erldunda","Australia","EDD","-"
"Ernabella","Australia","ERB","YERN"
"Errachidia","Morocco","ERH","GMFK"
"Errol","United States","ERR","KERR"
"Erume","Papua New Guinea","ERU","-"
"Erzincan","Turkey","ERC","LTCD"
"Erzurum","Turkey","ERZ","LTCE"
"Esa'Ala","Papua New Guinea","ESA","-"
"Esbjerg","Denmark","EBJ","EKEB"
"Escanaba","United States","ESC","KESC"
"Eskilstuna","Sweden","EKT","-"
"Eskimo Point","Canada","YEK","CYEK"
"Eskisehir","Turkey","ESK","LTBI"
"Eskisehir, Anadolu University","Turkey","AOE","LTBY"
"Esmeraldas","Ecuador","ESM","-"
"Espanola","United States","ESO","-"
"Esperance","Australia","EPR","YESP"
"Espinosa","Brazil","ESI","-"
"Espiritu Santo","Vanuatu","SON","NVSS"
"Esquel","Argentina","EQS","SAVE"
"Esquimalt","Canada","YPF","-"
"Essaouira","Mogador","ESU","GMMI"
"Essen","Germany","ESS","EDLE"
"Estevan","Canada","YEN","-"
"Estevan Point","Canada","YEP","-"
"Estherville","United States","EST","KEST"
"Etadunna","Australia","ETD","YEDA"
"Eua","Tonga","EUA","-"
"Eucla","Australia","EUC","YECL"
"Eufaula","United States","EUF","KEUF"
"Eugene","United States","EUG","KEUG"
"Eunice","United States","UCE","-"
"Eureka","Canada","YEU","-"
"Eureka","United States","EUE","KEUE"
"Eureka/Arcata","United States","ACV","KACV"
"Eureka/Arcata Murray","United States","EKA","KEKA"
"Eva Downs","Australia","EVD","YEVH"
"Evadale","United States","EVA","-"
"Evans Head","Australia","EVH","YEVD"
"Evanston","United States","EVW","KEVW"
"Evansville","United States","EVV","KEVV"
"Eveleth","United States","EVM","KEVM"
"Evenes","Norway","EVE","ENEV"
"Everett","United States","PAE","KPAE"
"Evreux","France","EVX","-"
"Evry","France","JEV","-"
"Ewer","Indonesia","EWE","-"
"Ewo","Republic of the Congo","EWO","-"
"Excursion Inlet","United States","EXI","-"
"Exeter","United Kingdom","EXT","EGTE"
"Exmouth Gulf","Australia","EXM","YEXM"
"F'Derik","Mauritania","FGD","-"
"Faaite","French Polynesia","FAC","NTKF"
"Fada Ngourma","Burkina Faso","FNG","-"
"Fagernes","Norway","VDB","ENFG"
"Fagurholsmyri","Iceland","FAG","-"
"Fair Isle","United Kingdom","FIE","EGEF"
"Fairbanks","United States","FAI","PAFA"
"Fairbanks Metro","United States","MTX","-"
"Fairbanks Phillips","United States","PII","-"
"Fairbury","United States","FBY","KFBY"
"Fairfield","United States","FFL","KFFL"
"Fairmont","United States","FRM","KFRM"
"Fairview","Canada","ZFW","-"
"Faisalabad","Pakistan","LYP","OPFA"
"Faizabad","Afghanistan","FBD","OAFZ"
"Fajardo","Puerto Rico","FAJ","-"
"Fak-Fak","Indonesia","FKQ","WASF"
"Fakahina","French Polynesia","FHZ","NTKH"
"Fakarava","French Polynesia","FAV","NTGF"
"Falher","Canada","YOE","-"
"Fallon","United States","FLX","KFLX"
"Falls Bay","United States","FLJ","-"
"Falls Creek","Australia","FLC","-"
"Falmouth","United States","FMH","KFMH"
"False Island","United States","FAK","-"
"False Pass","United States","KFP","-"
"Fane","Papua New Guinea","FNE","-"
"Fangatau","French Polynesia","FGU","NTGB"
"Farafangana","Madagascar","RVA","-"
"Farah","Afghanistan","FAH","OAFR"
"Faranah","Guinea","FAA","-"
"Farewell","United States","FWL","PAFW"
"Fargo","United States","FAR","KFAR"
"Faribault","United States","FBL","KFBL"
"Farmington","United States","FMN","KFMN"
"Faro","Canada","ZFA","CZFA"
"Faro","Portugal","FAO","LPFR"
"Faroe Islands","Faeroe Islands","FAE","EKVG"
"Farranfore","Ireland","KFF","-"
"Farsund","Norway","FAN","ENLI"
"Faskrudsfjordur","Iceland","FAS","-"
"Faya","Chad","FYT","-"
"Fayetteville","United States","FAY","-"
"Fayetteville","United States","FYV","KFYV"
"Fera Island","Solomon Islands","FRE","-"
"Feramin","Papua New Guinea","FRQ","-"
"Fergana","Uzbekistan","FEG","UTFF"
"Fergus Falls","United States","FFM","KFFM"
"Fernando De Noronha","Brazil","FEN","SBFN"
"Fes","Morocco","FEZ","GMFF"
"Fetlar","United Kingdom","FEA","-"
"Fianarantsoa","Madagascar","WFI","FMSF"
"Ficksburg","South Africa","FCB","FAFB"
"Figari","France","FSC","LFKF"
"Filadelfia","Paraguay","FLM","SGFI"
"Fillmore","United States","FIL","-"
"Filton","United Kingdom","FZO","EGTG"
"Fin Creek","United States","FNK","-"
"Findlay","United States","FDY","KFDY"
"Finke","Australia","FIK","YFNE"
"Finkenwerder","Germany","XFW","EDHI"
"Finley","Australia","FLY","YFIL"
"Finschhafen","Papua New Guinea","FIN","-"
"Fire Cove","United States","FIC","-"
"Fishers Island","United States","FID","-"
"Fitiuta","American Samoa","FTI","-"
"Fitzroy Crossing","Australia","FIZ","YFTZ"
"Five Finger","United States","FIV","-"
"Five Mile","United States","FMC","-"
"Flagstaff","United States","FLG","KFLG"
"Flamingo","Costa Rica","FMG","-"
"Flat","United States","FLT","-"
"Flateyri","Iceland","FLI","-"
"Flaxman Island","United States","FXM","-"
"Flensburg","Germany","FLF","-"
"Flin Flon","Canada","YFO","CYFO"
"Flinders Is.","Australia","FLS","YFLI"
"Flint","United States","FNT","KFNT"
"Flippin","United States","FLP","KFLP"
"Florence","Italy","FLR","LIRQ"
"Florence Usa","United States","FLO","KFLO"
"Florencia","Colombia","FLA","-"
"Flores","Guatemala","FRS","MGTK"
"Floriano","Brazil","FLB","-"
"Florianopolis","Brazil","FLN","SBFL"
"Floro","Norway","FRO","ENFL"
"Flotta Isle","United Kingdom","FLH","-"
"Foggia","Italy","FOG","-"
"Foley","United States","NHX","-"
"Fond Du Lac","Canada","ZFD","CZFD"
"Fond Du Lac","United States","FLD","KFLD"
"Fontanges","Canada","YFG","-"
"Forbes","Australia","FRB","YFBS"
"Forde","Norway","FDE","ENBL"
"Forest City","United States","FXY","KFXY"
"Forestville","Canada","YFE","CYFE"
"Forli","Italy","FRL","LIPK"
"Formosa","Argentina","FMA","SARF"
"Forres","United Kingdom","FSS","-"
"Forrest","Australia","FOS","YFRT"
"Forrest City","United States","FCY","KFCY"
"Forster","Australia","FOT","KFOT"
"Fort Albany","Canada","YFA","CYFA"
"Fort Bragg","United States","FOB","-"
"Fort Bridger","United States","FBR","KFBR"
"Fort Collins/Loveland","United States","FNL","KFNL"
"Fort De France","Martinique","FDF","TFFF"
"Fort Dodge","United States","FOD","KFOD"
"Fort Frances","Canada","YAG","CYAG"
"Fort Franklin","Canada","YWJ","CYWJ"
"Fort Hope","Canada","YFH","CYFH"
"Fort Liard","Canada","YJF","-"
"Fort Madison","United States","FMS","-"
"Fort Myers International","United States","RSW","KRSW"
"Fort Myers Regional","United States","FMY","KFMY"
"Fort Pierce","United States","FPR","KFPR"
"Fort Polk","United States","POE","KPOE"
"Fort Reliance","Canada","YFL","-"
"Fort Scott","United States","FSK","KFSK"
"Fort Severn","Canada","YER","CYER"
"Fort St. James  Airport","Canada","YJM","CYJM"
"Fort Sumner","United States","FSU","KFSU"
"Fort Wayne","United States","FWA","KFWA"
"Fort William","United Kingdom","FWM","-"
"Fortaleza","Brazil","FOR","SBFZ"
"Fortuna","Costa Rica","FON","-"
"Fortuna Ledge","United States","FTL","-"
"Foshan","China","FUO","-"
"Fossil Downs","Australia","FSL","-"
"Fougamou","Gabon","FOU","-"
"Foumban","Cameroon","FOM","-"
"Fox","United States","FOX","-"
"Fox Glacier","New Zealand","FGL","-"
"Fox Harbour","Canada","YFX","-"
"Foya","Liberia","FOY","-"
"Franca","Brazil","FRC","-"
"Franceville","Gabon","MVB","FOON"
"Francfort","Germany","FRA","EDDF"
"Francisco Beltrao","Brazil","FBE","-"
"Francistown","Botswana","FRW","-"
"Frankfort, Kentucky","United States","FFT","KFFT"
"Frankfurt-Hahn Airport","Germany","HHN","EDFH"
"Franklin","United States","FKN","KFKN"
"Franklin","United States","FKL","-"
"Franz Josef","New Zealand","WHO","-"
"Frederick","United States","FDR","KFDR"
"Fredericton","Canada","YFC","CYFC"
"Frederikshab","Greenland","JFR","-"
"Freeport","United States","FEP","KFEP"
"Freeport","The Bahamas","FPO","MYGF"
"Freetown","Sierra Leone","FNA","GFLL"
"Freetown Hastings","Sierra Leone","HGS","-"
"Freetown Mammy Yoko Heliport","Sierra Leone","JMY","-"
"Fregate Is.","Seychelles","FRK","-"
"Frejus","France","FRJ","-"
"Fremantle","Australia","JFM","-"
"Fremont","United States","FET","KFET"
"French Lick","United States","FRH","KFRH"
"Frenchville","United States","WFK","-"
"Fresh Water Bay","United States","FRP","-"
"Fresno","United States","FAT","KFAT"
"Fresno Chandler","United States","FCH","KFCH"
"Fria","Guinea","FIG","KFIG"
"Fribourg","Germany","QFB","-"
"Friday Harbor","United States","FRD","-"
"Friedrichshafen","Germany","FDH","EDNY"
"Front Royal","United States","FRR","KFRR"
"Fryeburg","United States","FRY","-"
"Ft. Chipewyan","Canada","YPY","CYPY"
"Ft. Dauphin","Madagascar","FTU","FMSD"
"Ft. Good Hope","Canada","YGH","CYGH"
"Ft. Lauderdale","United States","FLL","KFLL"
"Ft. Lauderdale Executive","United States","FXE","KFXE"
"Ft. Leonard Wood","United States","TBN","KTBN"
"Ft. Mcmurray","Canada","YMM","CYMM"
"Ft. Mcpherson","Canada","ZFM","CZFM"
"Ft. Nelson","Canada","YYE","CYYE"
"Ft. Norman","Canada","ZFN","CZFN"
"Ft. Resolution","Canada","YFR","-"
"Ft. Simpson","Canada","YFS","CYFS"
"Ft. Smith","United States","FSM","KFSM"
"Ft. Smith","Canada","YSM","CYSM"
"Ft. St. John","Canada","YXJ","CYXJ"
"Ft. Stockton","United States","FST","KFST"
"Ft. Walton Beach","United States","VPS","KVPS"
"Ft. Yukon","United States","FYU","PFYU"
"Fudjayra","United Arab Emirates","FJR","OMFJ"
"Fuerte Olimpo","Paraguay","OLK","-"
"Fuerteventura","Spain","FUE","GCFV"
"Fukue","Japan","FUJ","RJFE"
"Fukui","Japan","FKJ","RJNF"
"Fukuoka","Japan","FUK","RJFF"
"Fukushima","Japan","FKS","RJSF"
"Fulleborn","Papua New Guinea","FUB","-"
"Fullerton","United States","FUL","KFUL"
"Fuma","Papua New Guinea","FUM","-"
"Funafuti Atol","Tuvalu","FUN","NGFU"
"Funchal","Portugal","FNC","LPMA"
"Funter Bay","United States","FNR","-"
"Furstenfeldbruck","Germany","FEL","-"
"Futaleufu","Chile","FFU","-"
"Futuna","Wallis and Futuna","FUT","-"
"Futuna Island","Vanuatu","FTA","NVVF"
"Fuyang","China","FUG","-"
"Fuyun","China","FYN","-"
"Fuzhou","China","FOC","ZSFZ"
"Gabbs","United States","GAB","KGAB"
"Gabes","Tunisia","GAE","-"
"Gaborone","Botswana","GBE","FBSK"
"Gadsden","United States","GAD","KGAD"
"Gafsa","Tunisia","GAF","KGAF"
"Gag Island","Indonesia","GAV","-"
"Gage","United States","GAG","KGAG"
"Gagetown","Canada","YCX","-"
"Gagnoa","Ivory Coast","GGN","DIGA"
"Gagnon","Canada","YGA","-"
"Gainesville","United States","GVL","KGVL"
"Gainesville","United States","GNV","KGNV"
"Gaithersburg","United States","GAI","KGAI"
"Gakona","United States","GAK","-"
"Gal Oya","Sri Lanka","GOY","VCCG"
"Galapagos Islands","Ecuador","GPS","SEGS"
"Galbraith Lake","United States","GBH","-"
"Galcaio","Somalia","GLK","HCMR"
"Galela","Indonesia","GLX","WAMA"
"Galena","United States","GAL","PAGA"
"Galesburg","United States","GBG","KGBG"
"Galion","United States","GQQ","KGQQ"
"Gallivare","Sweden","GEV","KGEV"
"Gallup","United States","GUP","KGUP"
"Galveston","United States","GLS","KGLS"
"Galway","Ireland","GWY","EICM"
"Gamarra","Colombia","GRA","-"
"Gamba","Gabon","GAX","-"
"Gambela","Ethiopia","GMB","-"
"Gambell","United States","GAM","PAGM"
"Gambier Is.","French Polynesia","GMR","NTGJ"
"Gamboma","Republic of the Congo","GMM","-"
"Gamboola","Australia","GBP","YGAM"
"Gan Island","Maldives","GAN","-"
"Gandajika","Democratic Republic of the Congo","GDJ","KGDJ"
"Gander","Canada","YQX","CYQX"
"Ganes Creek","United States","GEK","-"
"Gangaw","Myanmar","GAW","-"
"Ganges Harbor","Canada","YGG","-"
"Ganzhou","China","KOW","ZSGZ"
"Gao","Mali","GAQ","-"
"Gaoua","Burkina Faso","XGA","DFOG"
"Gap","France","GAT","-"
"Gara Djebilet","Algeria","GBB","-"
"Garachine","Panama","GHE","-"
"Garaina","Papua New Guinea","GAR","-"
"Garasa","Papua New Guinea","GRL","-"
"Garbaharey","Somalia","GBM","-"
"Garden City","United States","JHC","-"
"Garden City","United States","GCK","-"
"Garden Point","Australia","GPN","-"
"Gardez","Afghanistan","GRG","OAGZ"
"Gardner","United States","GDM","KGDM"
"Gardo","Somalia","GSR","HCMG"
"Gare d'Amsterdam Centraal","Netherlands","ZYA","-"
"Gare de Bordeaux","France","ZFQ","-"
"Gare de Lorraine TGV","France","XZI","-"
"Gare de Montpellier","France","XPJ","-"
"Gare de Poitiers","France","XOP","-"
"Gare de Rennes","France","ZFJ","-"
"Gare de Rome Tiburtina","Italy","IRT","-"
"Gare de Saint-Laud","France","QXG","-"
"Gare de Strasbourg","France","XWG","-"
"Gare de Turin-Porta-Susa","Italy","ITT","-"
"Gare de Valence TGV","France","XHK","-"
"Gare Marseille Saint-Charles","France","XRF","-"
"Garissa","Kenya","GAS","KGAS"
"Garoe","Somalia","GGR","-"
"Garoua","Cameroon","GOU","-"
"Garuahi","Papua New Guinea","GRH","-"
"Gary","United States","GYY","KGYY"
"Gascoyne Junction","Australia","GSC","-"
"Gasmata","Papua New Guinea","GMI","-"
"Gaspe","Canada","YGP","CYGP"
"Gassim","Saudi Arabia","ELQ","OEGS"
"Gasuke","Papua New Guinea","GBC","-"
"Gatineau/Hull","Canada","YND","-"
"Gatokae","Solomon Islands","GTA","-"
"Gaua","Vanuatu","ZGU","NVSQ"
"Gauhati","India","GAU","VEGT"
"Gavle","Sweden","GVX","-"
"Gaya","India","GAY","VEGY"
"Gaylord","United States","GLR","KGLR"
"Gayndah","Australia","GAH","YGAY"
"Gaziantep","Turkey","GZT","LTAJ"
"Gbadolite","Democratic Republic of the Congo","BDT","FZFD"
"Gbangbatok","Sierra Leone","GBK","-"
"Gdansk","Poland","GDN","EPGD"
"Gebe","Indonesia","GEB","-"
"Gecitkale","Cyprus","GEC","-"
"Gedaref","Sudan","GSU","-"
"Geelong","Australia","GEX","YGLG"
"Geilenkirchen","Germany","GKE","ETNG"
"Geilo","Norway","DLD","ENDI"
"Geita","Tanzania","GIT","-"
"Geladi","Ethiopia","GLC","-"
"Gelendzik","Russia","GDZ","URKG"
"Gemena","Democratic Republic of the Congo","GMA","FZFK"
"Genda Wuha","Ethiopia","ETE","-"
"General Pico","Argentina","GPO","-"
"General Roca","Argentina","GNR","-"
"General Santos","Philippines","GES","RPMR"
"General Villegas","Argentina","VGS","-"
"Genes","Italy","GOA","LIMJ"
"Geneve","Switzerland","GVA","LSGG"
"Gent","Belgium","GNE","-"
"Genting","Malaysia","GTB","KGTB"
"Geoje","South Korea","JGE","-"
"George","South Africa","GRJ","FAGG"
"George Town","The Bahamas","GGT","MYEF"
"Georgetown","Saint Helena","ASI","-"
"Georgetown","United States","GGE","KGGE"
"Georgetown","Australia","GTT","-"
"Georgetown","Guyana","GEO","SYCJ"
"Geraldton","Canada","YGQ","CYGQ"
"Geraldton","Australia","GET","YGEL"
"Germansen","Canada","YGS","-"
"Gerone","Spain","GRO","LEGE"
"Gethsemani","Canada","ZGS","-"
"Gettysburg","United States","GTY","-"
"Gewoya","Papua New Guinea","GEW","-"
"Ghadames","Libya","LTD","-"
"Ghanzi","Botswana","GNZ","-"
"Ghardaia","Algeria","GHA","DAUG"
"Ghat","Libya","GHT","-"
"Ghazni","Afghanistan","GZI","OAGN"
"Gheshm","Iran","GSM","OIKQ"
"Ghinnir","Ethiopia","GNN","-"
"Gibb River","Australia","GBV","YGIB"
"Gibraltar","Gibraltar","GIB","LXGB"
"Gilgal","Colombia","GGL","-"
"Gilgit","Pakistan","GIL","-"
"Gillam","Canada","YGX","CYGX"
"Gillette","United States","GCC","KGCC"
"Gillies Bay","Canada","YGB","CYGB"
"Gimli","Canada","YGM","CYGM"
"Girardot","Colombia","GIR","-"
"Gisborne","New Zealand","GIS","NZGS"
"Gisenyi","Rwanda","GYI","KGYI"
"Gitega","Burundi","GID","-"
"Gizan","Saudi Arabia","GIZ","-"
"Gizo","Solomon Islands","GZO","-"
"Gjoa Haven","Canada","YHK","CYHK"
"Gjogur","Iceland","GJR","-"
"Glacier Creek","United States","KGZ","-"
"Gladstone","Australia","GLT","YGLA"
"Gladwin","United States","GDW","KGDW"
"Glasgow","United Kingdom","GLA","EGPF"
"Glasgow","United States","GGW","-"
"Glasgow Prestwick","United Kingdom","PIK","EGPK"
"Glasgow Usa","United States","GLW","KGLW"
"Glen Innes","Australia","GLI","YGLI"
"Glendale","United States","JGX","-"
"Glendive","United States","GDV","KGDV"
"Glengyle","Australia","GLG","YGLE"
"Glennallen","United States","GLQ","-"
"Glenormiston","Australia","GLM","YGLO"
"Glens Falls","United States","GFL","KGFL"
"Gloucester/Cheltenham","United Kingdom","GLO","EGBJ"
"Gnarowein","Papua New Guinea","GWN","-"
"Goa","India","GOI","VAGO"
"Goba","Ethiopia","GOB","-"
"Gobernador Gregores","Argentina","GGS","-"
"Gode","Ethiopia","GDE","-"
"Godhavn","Greenland","JGO","-"
"Gods Narrows","Canada","YGO","CYGO"
"Gods River","Canada","ZGI","CZGI"
"Goiania","Brazil","GYN","SBGO"
"Gol","Norway","GLL","ENKL"
"Gold Beach","United States","GOL","-"
"Gold Coast","Australia","OOL","YBCG"
"Golden Horn","United States","GDH","-"
"Golfito","Costa Rica","GLF","MRGF"
"Golmud","China","GOQ","-"
"Golovin","United States","GLV","-"
"Goma","Democratic Republic of the Congo","GOM","FZNA"
"Gombe","Nigeria","GMO","-"
"Gomel","Belarus","GME","-"
"Gonalia","Papua New Guinea","GOE","-"
"Gondar","Ethiopia","GDQ","HAGN"
"Gooding","United States","GNG","KGNG"
"Goodland","United States","GLD","KGLD"
"Goodnews Bay","United States","GNU","-"
"Goodyear","United States","GYR","KGYR"
"Goondiwindi","Australia","GOO","-"
"Goose Bay","Canada","YYR","CYYR"
"Gora","Papua New Guinea","GOC","-"
"Gorakhpur","India","GOP","KGOP"
"Gordil","Central African Republic","GDI","-"
"Gordon","United States","GRN","KGRN"
"Gordon Downs","Australia","GDD","YGDN"
"Gordonsville","United States","GVE","KGVE"
"Gore","Ethiopia","GOR","-"
"Gore Bay","Canada","YZE","CYZE"
"Gorgan","Iran","GBT","OING"
"Gorge Harbor","Canada","YGE","-"
"Gorkha","Nepal","GKH","-"
"Gorna Orechovitsa","Bulgaria","GOZ","LBGO"
"Goroka","Papua New Guinea","GKA","AYGA"
"Gorom-Gorom","Burkina Faso","XGG","-"
"Gorontalo","Indonesia","GTO","WAMG"
"Gosford","Australia","GOS","-"
"Goshen","United States","GSH","KGSH"
"Goteborg","Sweden","GOT","ESGG"
"Gothenburg Saeve","Sweden","GSE","ESGP"
"Goulburn","Australia","GUL","-"
"Goulburn Island","Australia","GBL","YGBI"
"Goulimime","Morocco","GLN","-"
"Gounda","Central African Republic","GDA","-"
"Goundam","Mali","GUD","-"
"Gove","Australia","GOV","KGOV"
"Governador Valadares","Brazil","GVR","SNGV"
"Governors Harbour","The Bahamas","GHB","-"
"Goya","Argentina","OYA","-"
"Gozo","Malta","GZM","LMMG"
"Gracias","Honduras","GAC","-"
"Graciosa Island","Portugal","GRW","-"
"Grafton","Australia","GFN","YGFN"
"Gran Canaria, Las Palmas","Spain","LPA","GCLP"
"Granby","United States","GNY","-"
"Grand Canyon","United States","GCN","KGCN"
"Grand Canyon Hlpt","United States","JGC","-"
"Grand Canyon North Rim","United States","NGC","-"
"Grand Canyon West","United States","GCW","-"
"Grand Cayman","Cayman Islands","GCM","MWCR"
"Grand Cess","Liberia","GRC","-"
"Grand Forks","Canada","ZGF","CZGF"
"Grand Forks","United States","GFK","KGFK"
"Grand Island","United States","GRI","KGRI"
"Grand Junction","United States","GJT","KGJT"
"Grand Marais","United States","GRM","-"
"Grand Rapids","United States","GRR","KGRR"
"Grand Turk","Turks and Caicos Islands","GDT","-"
"Grande Prairie","Canada","YQU","CYQU"
"Grandview","United States","GVW","-"
"Granite Mountain","United States","GMT","-"
"Granites","Australia","GTS","-"
"Grants","United States","GNT","KGNT"
"Grantsburg","United States","GTG","KGTG"
"Granville","France","GFR","-"
"Granville Lake","Canada","XGL","-"
"Grayling","United States","KGX","-"
"Graz","Austria","GRZ","LOWG"
"Great Barrier Island","New Zealand","GBZ","NZGB"
"Great Barrington","United States","GBR","KGBR"
"Great Bend","United States","GBD","KGBD"
"Great Falls","United States","GTF","KGTF"
"Great Harbour Cay","The Bahamas","GHC","-"
"Great Keppel Island","Australia","GKL","YGKL"
"Greeley","United States","GXY","KGXY"
"Green Bay","United States","GRB","KGRB"
"Green Island","Taiwan","GNI","-"
"Green Islands","Papua New Guinea","GEI","-"
"Green River","Papua New Guinea","GVI","-"
"Green River","United States","RVR","-"
"Green Turtle","The Bahamas","GTC","-"
"Greenbrier","United States","LWB","KLWB"
"Greensboro","United States","GSO","KGSO"
"Greensboro/H.Pt/Win-Salem Reynolds","United States","INT","KINT"
"Greenvale","Australia","GVP","-"
"Greenville","United States","PGV","KPGV"
"Greenville","United States","GLH","-"
"Greenville/Spartanburg","United States","GSP","KGSP"
"Greenway Sound","Canada","YGN","-"
"Greenwood","Canada","YZX","CYZX"
"Greenwood","United States","GWO","KGWO"
"Gregory Downs","Australia","GGD","YGDS"
"Grenada","Grenada","GND","TGPY"
"Grenade","Spain","GRX","LEGR"
"Grenfell","Australia","GFE","-"
"Grenoble","France","GNB","LFLS"
"Greybull","United States","GEY","KGEY"
"Greymouth","New Zealand","GMN","-"
"Griffith","Australia","GFF","YGTH"
"Grimsby","United Kingdom","GSY","-"
"Grimsey","Iceland","GRY","-"
"Grise Fiord","Canada","YGZ","CYGZ"
"Grodno","Belarus","GNA","-"
"Groningen","Netherlands","GRQ","EHGG"
"Gronnedal/Ivigtut","Greenland","JGR","-"
"Groote Island","Australia","GTE","KGTE"
"Grootfontein","Namibia","GFY","-"
"Grosseto","Italy","GRS","-"
"Groznyj","Russia","GRV","URMG"
"Grundarfjordur","Iceland","GUU","-"
"Guacamayas","Colombia","GCA","-"
"Guadalajara","Mexico","GDL","MMGL"
"Guadalupe","Brazil","GDP","-"
"Guajara-Mirim","Brazil","GJM","-"
"Gualaco","Honduras","GUO","-"
"Gualeguaychu","Argentina","GHU","-"
"Guam","Guam","GUM","PGUM"
"Guamal","Colombia","GAA","-"
"Guanaja Island","Honduras","GJA","-"
"Guanambi","Brazil","GNM","-"
"Guanare","Venezuela","GUQ","-"
"Guang Yuan","China","GYS","ZUGU"
"Guanghan","China","GHN","-"
"Guanghua","China","LHK","-"
"Guangzhou","China","CAN","ZGGG"
"Guantanamo","Cuba","GAO","KGAO"
"Guantanamo NAS","Cuba","NBW","-"
"Guapi","Colombia","GPI","KGPI"
"Guapiles","Costa Rica","GPL","MRGP"
"Guarapuava","Brazil","GPB","-"
"Guaratingueta","Brazil","GUJ","-"
"Guari","Papua New Guinea","GUG","-"
"Guasdualito","Venezuela","GDO","-"
"Guasopa","Papua New Guinea","GAZ","-"
"Guatemala City","Guatemala","GUA","MGGT"
"Guayaquil","Ecuador","GYE","SEGU"
"Guayaramerin","Bolivia","GYA","-"
"Guaymas","Mexico","GYM","MMGM"
"Guerima","Colombia","GMC","-"
"Guernsey","United Kingdom","GCI","EGJB"
"Guerrero Negro","Mexico","GUB","MMGR"
"Guiglo","Ivory Coast","GGO","DIGL"
"Guilin","China","KWL","ZGKL"
"Guimaraes","Brazil","GMS","-"
"Guiria","Venezuela","GUI","-"
"Guiyang","China","KWE","ZUGY"
"Gujrat","Pakistan","GRT","-"
"Gulf Shores","United States","GUF","-"
"Gulfport/Biloxi","United States","GPT","KGPT"
"Gulgubip","Papua New Guinea","GLP","-"
"Gulkana","United States","GKN","PAGK"
"Gulu","Uganda","ULU","-"
"Guna","India","GUX","-"
"Gunnedah","Australia","GUH","-"
"Gunnison","United States","GUC","KGUC"
"Gunungsitoli","Indonesia","GNS","-"
"Gurayat","Saudi Arabia","URY","-"
"Guriaso","Papua New Guinea","GUE","-"
"Gurue","Mozambique","VJQ","-"
"Gurupi","Brazil","GRP","-"
"Guryev","Kazakhstan","GUW","UATG"
"Gusap","Papua New Guinea","GAP","-"
"Gustavus","United States","GST","PAGS"
"Gutersloh","Germany","GUT","-"
"Guthrie","United States","GOK","KGOK"
"Guymon","United States","GUY","KGUY"
"Gwa","Myanmar","GWA","-"
"Gwadar","Pakistan","GWD","-"
"Gwalior","India","GWL","-"
"Gweru","Zimbabwe","GWE","-"
"Gympie","Australia","GYP","-"
"Ha'Apai","Tonga","HPA","-"
"Hachijo Jima Island","Japan","HAC","RJTH"
"Hachinohe","Japan","HHE","-"
"Haelogo","Papua New Guinea","HEO","-"
"Hafr Albatin","Saudi Arabia","HBT","OEKK"
"Hagerstown","United States","HGR","KHGR"
"Hagfors","Sweden","HFS","-"
"Haifa","Israel","HFA","LLHA"
"Haikou","China","HAK","ZJHK"
"Hail","Saudi Arabia","HAS","OEHL"
"Hailar","China","HLD","-"
"Haines","United States","HNS","PAHN"
